pathway_id	pathway_description	pvalue	cancer_group	gene_parsed_by
path:hsa04530	0.14285714285714285	Tight junction - Homo sapiens (human)	LGG	SLC7A5
path:hsa04540	0.21178821178821178	Gap junction - Homo sapiens (human)	LGG	SLC7A5
path:hsa04550	0.36363636363636365	Signaling pathways regulating pluripotency of stem cells - Homo sapiens (human)	LGG	SLC7A5
path:hsa04610	0.03696303696303696	Complement and coagulation cascades - Homo sapiens (human)	LGG	SLC7A5
path:hsa04611	0.08591408591408592	Platelet activation - Homo sapiens (human)	LGG	SLC7A5
path:hsa04612	0.004995004995004995	Antigen processing and presentation - Homo sapiens (human)	LGG	SLC7A5
path:hsa04613	0.011988011988011988	Neutrophil extracellular trap formation - Homo sapiens (human)	LGG	SLC7A5
path:hsa04614	0.12287712287712288	Renin-angiotensin system - Homo sapiens (human)	LGG	SLC7A5
path:hsa04620	0.0999000999000999	Toll-like receptor signaling pathway - Homo sapiens (human)	LGG	SLC7A5
path:hsa04621	0.12887112887112886	NOD-like receptor signaling pathway - Homo sapiens (human)	LGG	SLC7A5
path:hsa04622	0.25374625374625376	RIG-I-like receptor signaling pathway - Homo sapiens (human)	LGG	SLC7A5
path:hsa04623	0.08791208791208792	Cytosolic DNA-sensing pathway - Homo sapiens (human)	LGG	SLC7A5
path:hsa04625	0.11388611388611389	C-type lectin receptor signaling pathway - Homo sapiens (human)	LGG	SLC7A5
path:hsa04630	0.09290709290709291	JAK-STAT signaling pathway - Homo sapiens (human)	LGG	SLC7A5
path:hsa04640	0.00999000999000999	Hematopoietic cell lineage - Homo sapiens (human)	LGG	SLC7A5
path:hsa04650	0.02197802197802198	Natural killer cell mediated cytotoxicity - Homo sapiens (human)	LGG	SLC7A5
path:hsa04657	0.36563436563436563	IL-17 signaling pathway - Homo sapiens (human)	LGG	SLC7A5
path:hsa04658	0.07192807192807193	Th1 and Th2 cell differentiation - Homo sapiens (human)	LGG	SLC7A5
path:hsa04659	0.04495504495504495	Th17 cell differentiation - Homo sapiens (human)	LGG	SLC7A5
path:hsa04660	0.14185814185814186	T cell receptor signaling pathway - Homo sapiens (human)	LGG	SLC7A5
path:hsa04662	0.07692307692307693	B cell receptor signaling pathway - Homo sapiens (human)	LGG	SLC7A5
path:hsa04664	0.12987012987012986	Fc epsilon RI signaling pathway - Homo sapiens (human)	LGG	SLC7A5
path:hsa04666	0.02097902097902098	Fc gamma R-mediated phagocytosis - Homo sapiens (human)	LGG	SLC7A5
path:hsa04668	0.10989010989010989	TNF signaling pathway - Homo sapiens (human)	LGG	SLC7A5
path:hsa04670	0.017982017982017984	Leukocyte transendothelial migration - Homo sapiens (human)	LGG	SLC7A5
path:hsa04672	0.07092907092907093	Intestinal immune network for IgA production - Homo sapiens (human)	LGG	SLC7A5
path:hsa04710	0.35264735264735264	Circadian rhythm - Homo sapiens (human)	LGG	SLC7A5
path:hsa04713	0.03796203796203796	Circadian entrainment - Homo sapiens (human)	LGG	SLC7A5
path:hsa04714	0.2977022977022977	Thermogenesis - Homo sapiens (human)	LGG	SLC7A5
path:hsa04720	0.3256743256743257	Long-term potentiation - Homo sapiens (human)	LGG	SLC7A5
path:hsa04721	0.057942057942057944	Synaptic vesicle cycle - Homo sapiens (human)	LGG	SLC7A5
path:hsa04722	0.1928071928071928	Neurotrophin signaling pathway - Homo sapiens (human)	LGG	SLC7A5
path:hsa04723	0.12887112887112886	Retrograde endocannabinoid signaling - Homo sapiens (human)	LGG	SLC7A5
path:hsa04724	0.026973026973026972	Glutamatergic synapse - Homo sapiens (human)	LGG	SLC7A5
path:hsa04725	0.20279720279720279	Cholinergic synapse - Homo sapiens (human)	LGG	SLC7A5
path:hsa04726	0.1068931068931069	Serotonergic synapse - Homo sapiens (human)	LGG	SLC7A5
path:hsa04727	0.013986013986013986	GABAergic synapse - Homo sapiens (human)	LGG	SLC7A5
path:hsa04728	0.24075924075924077	Dopaminergic synapse - Homo sapiens (human)	LGG	SLC7A5
path:hsa04730	0.3646353646353646	Long-term depression - Homo sapiens (human)	LGG	SLC7A5
path:hsa04740	0.017982017982017984	Olfactory transduction - Homo sapiens (human)	LGG	SLC7A5
path:hsa04742	0.04995004995004995	Taste transduction - Homo sapiens (human)	LGG	SLC7A5
path:hsa04744	0.22577422577422576	Phototransduction - Homo sapiens (human)	LGG	SLC7A5
path:hsa04750	0.1838161838161838	Inflammatory mediator regulation of TRP channels - Homo sapiens (human)	LGG	SLC7A5
path:hsa04810	0.1798201798201798	Regulation of actin cytoskeleton - Homo sapiens (human)	LGG	SLC7A5
path:hsa04910	0.2597402597402597	Insulin signaling pathway - Homo sapiens (human)	LGG	SLC7A5
path:hsa04911	0.14785214785214784	Insulin secretion - Homo sapiens (human)	LGG	SLC7A5
path:hsa04912	0.13486513486513488	GnRH signaling pathway - Homo sapiens (human)	LGG	SLC7A5
path:hsa04913	0.18681318681318682	Ovarian steroidogenesis - Homo sapiens (human)	LGG	SLC7A5
path:hsa04914	0.30569430569430567	Progesterone-mediated oocyte maturation - Homo sapiens (human)	LGG	SLC7A5
path:hsa04915	0.3156843156843157	Estrogen signaling pathway - Homo sapiens (human)	LGG	SLC7A5
path:hsa04916	0.31868131868131866	Melanogenesis - Homo sapiens (human)	LGG	SLC7A5
path:hsa04917	0.2177822177822178	Prolactin signaling pathway - Homo sapiens (human)	LGG	SLC7A5
path:hsa04918	0.18981018981018982	Thyroid hormone synthesis - Homo sapiens (human)	LGG	SLC7A5
path:hsa04919	0.34965034965034963	Thyroid hormone signaling pathway - Homo sapiens (human)	LGG	SLC7A5
path:hsa04920	0.0939060939060939	Adipocytokine signaling pathway - Homo sapiens (human)	LGG	SLC7A5
path:hsa04921	0.15584415584415584	Oxytocin signaling pathway - Homo sapiens (human)	LGG	SLC7A5
path:hsa04922	0.4755244755244755	Glucagon signaling pathway - Homo sapiens (human)	LGG	SLC7A5
path:hsa04923	0.1968031968031968	Regulation of lipolysis in adipocytes - Homo sapiens (human)	LGG	SLC7A5
path:hsa04924	0.4515484515484515	Renin secretion - Homo sapiens (human)	LGG	SLC7A5
path:hsa04925	0.12387612387612387	Aldosterone synthesis and secretion - Homo sapiens (human)	LGG	SLC7A5
path:hsa04926	0.4095904095904096	Relaxin signaling pathway - Homo sapiens (human)	LGG	SLC7A5
path:hsa04927	0.40559440559440557	Cortisol synthesis and secretion - Homo sapiens (human)	LGG	SLC7A5
path:hsa04928	0.22277722277722278	Parathyroid hormone synthesis, secretion and action - Homo sapiens (human)	LGG	SLC7A5
path:hsa04929	0.04295704295704296	GnRH secretion - Homo sapiens (human)	LGG	SLC7A5
path:hsa04930	0.2547452547452547	Type II diabetes mellitus - Homo sapiens (human)	LGG	SLC7A5
path:hsa04931	0.1038961038961039	Insulin resistance - Homo sapiens (human)	LGG	SLC7A5
path:hsa04932	0.17782217782217782	Non-alcoholic fatty liver disease - Homo sapiens (human)	LGG	SLC7A5
path:hsa04933	0.3006993006993007	AGE-RAGE signaling pathway in diabetic complications - Homo sapiens (human)	LGG	SLC7A5
path:hsa04934	0.48951048951048953	Cushing syndrome - Homo sapiens (human)	LGG	SLC7A5
path:hsa04935	0.36863136863136864	Growth hormone synthesis, secretion and action - Homo sapiens (human)	LGG	SLC7A5
path:hsa04936	0.3166833166833167	Alcoholic liver disease - Homo sapiens (human)	LGG	SLC7A5
path:hsa04940	0.08391608391608392	Type I diabetes mellitus - Homo sapiens (human)	LGG	SLC7A5
path:hsa04950	0.023976023976023976	Maturity onset diabetes of the young - Homo sapiens (human)	LGG	SLC7A5
path:hsa04960	0.13486513486513488	Aldosterone-regulated sodium reabsorption - Homo sapiens (human)	LGG	SLC7A5
path:hsa04961	0.37162837162837165	Endocrine and other factor-regulated calcium reabsorption - Homo sapiens (human)	LGG	SLC7A5
path:hsa04962	0.21478521478521478	Vasopressin-regulated water reabsorption - Homo sapiens (human)	LGG	SLC7A5
path:hsa04964	0.7632367632367633	Proximal tubule bicarbonate reclamation - Homo sapiens (human)	LGG	SLC7A5
path:hsa04966	0.007992007992007992	Collecting duct acid secretion - Homo sapiens (human)	LGG	SLC7A5
path:hsa04970	0.07692307692307693	Salivary secretion - Homo sapiens (human)	LGG	SLC7A5
path:hsa04971	0.2087912087912088	Gastric acid secretion - Homo sapiens (human)	LGG	SLC7A5
path:hsa04972	0.24875124875124874	Pancreatic secretion - Homo sapiens (human)	LGG	SLC7A5
path:hsa04973	0.5164835164835165	Carbohydrate digestion and absorption - Homo sapiens (human)	LGG	SLC7A5
path:hsa04974	0.16583416583416583	Protein digestion and absorption - Homo sapiens (human)	LGG	SLC7A5
path:hsa04975	0.04495504495504495	Fat digestion and absorption - Homo sapiens (human)	LGG	SLC7A5
path:hsa04976	0.059940059940059943	Bile secretion - Homo sapiens (human)	LGG	SLC7A5
path:hsa04977	0.21578421578421578	Vitamin digestion and absorption - Homo sapiens (human)	LGG	SLC7A5
path:hsa04978	0.0989010989010989	Mineral absorption - Homo sapiens (human)	LGG	SLC7A5
path:hsa04979	0.10789210789210789	Cholesterol metabolism - Homo sapiens (human)	LGG	SLC7A5
path:hsa05010	0.31368631368631367	Alzheimer disease - Homo sapiens (human)	LGG	SLC7A5
path:hsa05012	0.0969030969030969	Parkinson disease - Homo sapiens (human)	LGG	SLC7A5
path:hsa05014	0.34465534465534464	Amyotrophic lateral sclerosis - Homo sapiens (human)	LGG	SLC7A5
path:hsa05016	0.2987012987012987	Huntington disease - Homo sapiens (human)	LGG	SLC7A5
path:hsa05017	0.43456543456543456	Spinocerebellar ataxia - Homo sapiens (human)	LGG	SLC7A5
path:hsa05020	0.12987012987012986	Prion disease - Homo sapiens (human)	LGG	SLC7A5
path:hsa05022	0.2897102897102897	Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)	LGG	SLC7A5
path:hsa05030	0.04395604395604396	Cocaine addiction - Homo sapiens (human)	LGG	SLC7A5
path:hsa05031	0.04895104895104895	Amphetamine addiction - Homo sapiens (human)	LGG	SLC7A5
path:hsa05032	9.99000999000999e-4	Morphine addiction - Homo sapiens (human)	LGG	SLC7A5
path:hsa05033	0.007992007992007992	Nicotine addiction - Homo sapiens (human)	LGG	SLC7A5
path:hsa05034	0.27972027972027974	Alcoholism - Homo sapiens (human)	LGG	SLC7A5
path:hsa05100	0.08791208791208792	Bacterial invasion of epithelial cells - Homo sapiens (human)	LGG	SLC7A5
path:hsa05110	0.060939060939060936	Vibrio cholerae infection - Homo sapiens (human)	LGG	SLC7A5
path:hsa05120	0.19480519480519481	Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)	LGG	SLC7A5
path:hsa05130	0.09090909090909091	Pathogenic Escherichia coli infection - Homo sapiens (human)	LGG	SLC7A5
path:hsa05131	0.16383616383616384	Shigellosis - Homo sapiens (human)	LGG	SLC7A5
path:hsa05132	0.23676323676323677	Salmonella infection - Homo sapiens (human)	LGG	SLC7A5
path:hsa05133	0.1878121878121878	Pertussis - Homo sapiens (human)	LGG	SLC7A5
path:hsa05134	0.2097902097902098	Legionellosis - Homo sapiens (human)	LGG	SLC7A5
path:hsa05135	0.09090909090909091	Yersinia infection - Homo sapiens (human)	LGG	SLC7A5
path:hsa05140	0.06993006993006994	Leishmaniasis - Homo sapiens (human)	LGG	SLC7A5
path:hsa05142	0.2677322677322677	Chagas disease - Homo sapiens (human)	LGG	SLC7A5
path:hsa05143	0.002997002997002997	African trypanosomiasis - Homo sapiens (human)	LGG	SLC7A5
path:hsa05144	0.13486513486513488	Malaria - Homo sapiens (human)	LGG	SLC7A5
path:hsa05145	0.06493506493506493	Toxoplasmosis - Homo sapiens (human)	LGG	SLC7A5
path:hsa05146	0.10589410589410589	Amoebiasis - Homo sapiens (human)	LGG	SLC7A5
path:hsa05150	0.2867132867132867	Staphylococcus aureus infection - Homo sapiens (human)	LGG	SLC7A5
path:hsa05152	0.1018981018981019	Tuberculosis - Homo sapiens (human)	LGG	SLC7A5
path:hsa05160	0.4115884115884116	Hepatitis C - Homo sapiens (human)	LGG	SLC7A5
path:hsa05161	0.3166833166833167	Hepatitis B - Homo sapiens (human)	LGG	SLC7A5
path:hsa05162	0.2017982017982018	Measles - Homo sapiens (human)	LGG	SLC7A5
path:hsa05163	0.17182817182817184	Human cytomegalovirus infection - Homo sapiens (human)	LGG	SLC7A5
path:hsa05164	0.14385614385614387	Influenza A - Homo sapiens (human)	LGG	SLC7A5
path:hsa05165	0.3856143856143856	Human papillomavirus infection - Homo sapiens (human)	LGG	SLC7A5
path:hsa05166	0.2037962037962038	Human T-cell leukemia virus 1 infection - Homo sapiens (human)	LGG	SLC7A5
path:hsa05167	0.16683316683316685	Kaposi sarcoma-associated herpesvirus infection - Homo sapiens (human)	LGG	SLC7A5
path:hsa05168	0.3516483516483517	Herpes simplex virus 1 infection - Homo sapiens (human)	LGG	SLC7A5
path:hsa05169	0.0959040959040959	Epstein-Barr virus infection - Homo sapiens (human)	LGG	SLC7A5
path:hsa05170	0.22277722277722278	Human immunodeficiency virus 1 infection - Homo sapiens (human)	LGG	SLC7A5
path:hsa05171	0.3886113886113886	Coronavirus disease - COVID-19 - Homo sapiens (human)	LGG	SLC7A5
path:hsa05202	0.09290709290709291	Transcriptional misregulation in cancer - Homo sapiens (human)	LGG	SLC7A5
path:hsa05203	0.2137862137862138	Viral carcinogenesis - Homo sapiens (human)	LGG	SLC7A5
path:hsa05204	0.12687312687312688	Chemical carcinogenesis - DNA adducts - Homo sapiens (human)	LGG	SLC7A5
path:hsa05205	0.3436563436563437	Proteoglycans in cancer - Homo sapiens (human)	LGG	SLC7A5
path:hsa05206	0.3256743256743257	MicroRNAs in cancer - Homo sapiens (human)	LGG	SLC7A5
path:hsa05207	0.3696303696303696	Chemical carcinogenesis - receptor activation - Homo sapiens (human)	LGG	SLC7A5
path:hsa05208	0.08391608391608392	Chemical carcinogenesis - reactive oxygen species - Homo sapiens (human)	LGG	SLC7A5
path:hsa05210	0.5054945054945055	Colorectal cancer - Homo sapiens (human)	LGG	SLC7A5
path:hsa05211	0.43756243756243757	Renal cell carcinoma - Homo sapiens (human)	LGG	SLC7A5
path:hsa05212	0.2977022977022977	Pancreatic cancer - Homo sapiens (human)	LGG	SLC7A5
path:hsa05213	0.4775224775224775	Endometrial cancer - Homo sapiens (human)	LGG	SLC7A5
path:hsa05214	0.1108891108891109	Glioma - Homo sapiens (human)	LGG	SLC7A5
path:hsa05215	0.3916083916083916	Prostate cancer - Homo sapiens (human)	LGG	SLC7A5
path:hsa05216	0.33466533466533466	Thyroid cancer - Homo sapiens (human)	LGG	SLC7A5
path:hsa05217	0.3276723276723277	Basal cell carcinoma - Homo sapiens (human)	LGG	SLC7A5
path:hsa05218	0.1998001998001998	Melanoma - Homo sapiens (human)	LGG	SLC7A5
path:hsa05219	0.08091908091908091	Bladder cancer - Homo sapiens (human)	LGG	SLC7A5
path:hsa05220	0.16783216783216784	Chronic myeloid leukemia - Homo sapiens (human)	LGG	SLC7A5
path:hsa05221	0.1958041958041958	Acute myeloid leukemia - Homo sapiens (human)	LGG	SLC7A5
path:hsa05222	0.14285714285714285	Small cell lung cancer - Homo sapiens (human)	LGG	SLC7A5
path:hsa05223	0.36363636363636365	Non-small cell lung cancer - Homo sapiens (human)	LGG	SLC7A5
path:hsa05224	0.3986013986013986	Breast cancer - Homo sapiens (human)	LGG	SLC7A5
path:hsa05225	0.3866133866133866	Hepatocellular carcinoma - Homo sapiens (human)	LGG	SLC7A5
path:hsa05226	0.47952047952047955	Gastric cancer - Homo sapiens (human)	LGG	SLC7A5
path:hsa05230	0.38961038961038963	Central carbon metabolism in cancer - Homo sapiens (human)	LGG	SLC7A5
path:hsa05231	0.2597402597402597	Choline metabolism in cancer - Homo sapiens (human)	LGG	SLC7A5
path:hsa05235	0.13186813186813187	PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)	LGG	SLC7A5
path:hsa05310	0.33766233766233766	Asthma - Homo sapiens (human)	LGG	SLC7A5
path:hsa05320	0.2937062937062937	Autoimmune thyroid disease - Homo sapiens (human)	LGG	SLC7A5
path:hsa05321	0.01998001998001998	Inflammatory bowel disease - Homo sapiens (human)	LGG	SLC7A5
path:hsa05322	0.007992007992007992	Systemic lupus erythematosus - Homo sapiens (human)	LGG	SLC7A5
path:hsa05323	0.16983016983016982	Rheumatoid arthritis - Homo sapiens (human)	LGG	SLC7A5
path:hsa05330	0.12887112887112886	Allograft rejection - Homo sapiens (human)	LGG	SLC7A5
path:hsa05332	0.12287712287712288	Graft-versus-host disease - Homo sapiens (human)	LGG	SLC7A5
path:hsa05340	0.8471528471528471	Primary immunodeficiency - Homo sapiens (human)	LGG	SLC7A5
path:hsa05410	0.26873126873126874	Hypertrophic cardiomyopathy - Homo sapiens (human)	LGG	SLC7A5
path:hsa05412	0.1838161838161838	Arrhythmogenic right ventricular cardiomyopathy - Homo sapiens (human)	LGG	SLC7A5
path:hsa05414	0.24075924075924077	Dilated cardiomyopathy - Homo sapiens (human)	LGG	SLC7A5
path:hsa05415	0.03296703296703297	Diabetic cardiomyopathy - Homo sapiens (human)	LGG	SLC7A5
path:hsa05416	0.03496503496503497	Viral myocarditis - Homo sapiens (human)	LGG	SLC7A5
path:hsa05417	0.1958041958041958	Lipid and atherosclerosis - Homo sapiens (human)	LGG	SLC7A5
path:hsa05418	0.27972027972027974	Fluid shear stress and atherosclerosis - Homo sapiens (human)	LGG	SLC7A5
path:hsa00010	9.99000999000999e-4	Glycolysis / Gluconeogenesis - Homo sapiens (human)	HGG	SLC7A5
path:hsa00020	9.99000999000999e-4	Citrate cycle (TCA cycle) - Homo sapiens (human)	HGG	SLC7A5
path:hsa00030	9.99000999000999e-4	Pentose phosphate pathway - Homo sapiens (human)	HGG	SLC7A5
path:hsa00040	0.04195804195804196	Pentose and glucuronate interconversions - Homo sapiens (human)	HGG	SLC7A5
path:hsa00051	0.10989010989010989	Fructose and mannose metabolism - Homo sapiens (human)	HGG	SLC7A5
path:hsa00052	9.99000999000999e-4	Galactose metabolism - Homo sapiens (human)	HGG	SLC7A5
path:hsa00053	0.6863136863136863	Ascorbate and aldarate metabolism - Homo sapiens (human)	HGG	SLC7A5
path:hsa00061	9.99000999000999e-4	Fatty acid biosynthesis - Homo sapiens (human)	HGG	SLC7A5
path:hsa00062	9.99000999000999e-4	Fatty acid elongation - Homo sapiens (human)	HGG	SLC7A5
path:hsa00071	9.99000999000999e-4	Fatty acid degradation - Homo sapiens (human)	HGG	SLC7A5
path:hsa00100	9.99000999000999e-4	Steroid biosynthesis - Homo sapiens (human)	HGG	SLC7A5
path:hsa00120	0.17082917082917082	Primary bile acid biosynthesis - Homo sapiens (human)	HGG	SLC7A5
path:hsa00130	9.99000999000999e-4	Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human)	HGG	SLC7A5
path:hsa00140	0.06793206793206794	Steroid hormone biosynthesis - Homo sapiens (human)	HGG	SLC7A5
path:hsa00190	9.99000999000999e-4	Oxidative phosphorylation - Homo sapiens (human)	HGG	SLC7A5
path:hsa00220	0.15084915084915085	Arginine biosynthesis - Homo sapiens (human)	HGG	SLC7A5
path:hsa00230	9.99000999000999e-4	Purine metabolism - Homo sapiens (human)	HGG	SLC7A5
NA	NA	NA	HGG	SLC7A5
path:hsa00240	9.99000999000999e-4	Pyrimidine metabolism - Homo sapiens (human)	HGG	SLC7A5
path:hsa00250	0.001998001998001998	Alanine, aspartate and glutamate metabolism - Homo sapiens (human)	HGG	SLC7A5
path:hsa00260	0.005994005994005994	Glycine, serine and threonine metabolism - Homo sapiens (human)	HGG	SLC7A5
path:hsa00270	0.008991008991008992	Cysteine and methionine metabolism - Homo sapiens (human)	HGG	SLC7A5
path:hsa00280	9.99000999000999e-4	Valine, leucine and isoleucine degradation - Homo sapiens (human)	HGG	SLC7A5
NA	NA	NA	HGG	SLC7A5
path:hsa00310	0.008991008991008992	Lysine degradation - Homo sapiens (human)	HGG	SLC7A5
path:hsa00330	0.001998001998001998	Arginine and proline metabolism - Homo sapiens (human)	HGG	SLC7A5
path:hsa00340	0.001998001998001998	Histidine metabolism - Homo sapiens (human)	HGG	SLC7A5
path:hsa00350	0.00999000999000999	Tyrosine metabolism - Homo sapiens (human)	HGG	SLC7A5
path:hsa00360	0.023976023976023976	Phenylalanine metabolism - Homo sapiens (human)	HGG	SLC7A5
path:hsa00380	0.001998001998001998	Tryptophan metabolism - Homo sapiens (human)	HGG	SLC7A5
NA	NA	NA	HGG	SLC7A5
path:hsa00410	9.99000999000999e-4	beta-Alanine metabolism - Homo sapiens (human)	HGG	SLC7A5
NA	NA	NA	HGG	SLC7A5
NA	NA	NA	HGG	SLC7A5
path:hsa00450	9.99000999000999e-4	Selenocompound metabolism - Homo sapiens (human)	HGG	SLC7A5
NA	NA	NA	HGG	SLC7A5
path:hsa00480	9.99000999000999e-4	Glutathione metabolism - Homo sapiens (human)	HGG	SLC7A5
path:hsa00500	0.004995004995004995	Starch and sucrose metabolism - Homo sapiens (human)	HGG	SLC7A5
path:hsa00510	9.99000999000999e-4	N-Glycan biosynthesis - Homo sapiens (human)	HGG	SLC7A5
path:hsa00511	0.14085914085914086	Other glycan degradation - Homo sapiens (human)	HGG	SLC7A5
path:hsa00512	0.22877122877122877	Mucin type O-glycan biosynthesis - Homo sapiens (human)	HGG	SLC7A5
path:hsa00513	9.99000999000999e-4	Various types of N-glycan biosynthesis - Homo sapiens (human)	HGG	SLC7A5
path:hsa00514	9.99000999000999e-4	Other types of O-glycan biosynthesis - Homo sapiens (human)	HGG	SLC7A5
path:hsa00515	9.99000999000999e-4	Mannose type O-glycan biosynthesis - Homo sapiens (human)	HGG	SLC7A5
path:hsa00520	9.99000999000999e-4	Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)	HGG	SLC7A5
NA	NA	NA	HGG	SLC7A5
path:hsa00531	0.006993006993006993	Glycosaminoglycan degradation - Homo sapiens (human)	HGG	SLC7A5
path:hsa00532	0.14185814185814186	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Homo sapiens (human)	HGG	SLC7A5
path:hsa00533	0.12187812187812187	Glycosaminoglycan biosynthesis - keratan sulfate - Homo sapiens (human)	HGG	SLC7A5
path:hsa00534	0.04895104895104895	Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Homo sapiens (human)	HGG	SLC7A5
path:hsa00561	0.06293706293706294	Glycerolipid metabolism - Homo sapiens (human)	HGG	SLC7A5
path:hsa00562	0.004995004995004995	Inositol phosphate metabolism - Homo sapiens (human)	HGG	SLC7A5
path:hsa00563	9.99000999000999e-4	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Homo sapiens (human)	HGG	SLC7A5
path:hsa00564	0.014985014985014986	Glycerophospholipid metabolism - Homo sapiens (human)	HGG	SLC7A5
path:hsa00565	0.001998001998001998	Ether lipid metabolism - Homo sapiens (human)	HGG	SLC7A5
path:hsa00590	0.030969030969030968	Arachidonic acid metabolism - Homo sapiens (human)	HGG	SLC7A5
path:hsa00591	0.9150849150849151	Linoleic acid metabolism - Homo sapiens (human)	HGG	SLC7A5
path:hsa00592	0.0939060939060939	alpha-Linolenic acid metabolism - Homo sapiens (human)	HGG	SLC7A5
path:hsa00600	0.04395604395604396	Sphingolipid metabolism - Homo sapiens (human)	HGG	SLC7A5
path:hsa00601	0.2947052947052947	Glycosphingolipid biosynthesis - lacto and neolacto series - Homo sapiens (human)	HGG	SLC7A5
path:hsa00603	0.8231768231768232	Glycosphingolipid biosynthesis - globo and isoglobo series - Homo sapiens (human)	HGG	SLC7A5
path:hsa00604	0.001998001998001998	Glycosphingolipid biosynthesis - ganglio series - Homo sapiens (human)	HGG	SLC7A5
path:hsa00620	9.99000999000999e-4	Pyruvate metabolism - Homo sapiens (human)	HGG	SLC7A5
path:hsa00630	9.99000999000999e-4	Glyoxylate and dicarboxylate metabolism - Homo sapiens (human)	HGG	SLC7A5
path:hsa00640	9.99000999000999e-4	Propanoate metabolism - Homo sapiens (human)	HGG	SLC7A5
path:hsa00650	9.99000999000999e-4	Butanoate metabolism - Homo sapiens (human)	HGG	SLC7A5
path:hsa00670	0.01998001998001998	One carbon pool by folate - Homo sapiens (human)	HGG	SLC7A5
path:hsa00730	9.99000999000999e-4	Thiamine metabolism - Homo sapiens (human)	HGG	SLC7A5
NA	NA	NA	HGG	SLC7A5
NA	NA	NA	HGG	SLC7A5
path:hsa00760	0.003996003996003996	Nicotinate and nicotinamide metabolism - Homo sapiens (human)	HGG	SLC7A5
path:hsa00770	0.003996003996003996	Pantothenate and CoA biosynthesis - Homo sapiens (human)	HGG	SLC7A5
NA	NA	NA	HGG	SLC7A5
NA	NA	NA	HGG	SLC7A5
path:hsa00790	9.99000999000999e-4	Folate biosynthesis - Homo sapiens (human)	HGG	SLC7A5
path:hsa00830	0.936063936063936	Retinol metabolism - Homo sapiens (human)	HGG	SLC7A5
path:hsa00860	9.99000999000999e-4	Porphyrin and chlorophyll metabolism - Homo sapiens (human)	HGG	SLC7A5
path:hsa00900	9.99000999000999e-4	Terpenoid backbone biosynthesis - Homo sapiens (human)	HGG	SLC7A5
path:hsa00910	0.004995004995004995	Nitrogen metabolism - Homo sapiens (human)	HGG	SLC7A5
NA	NA	NA	HGG	SLC7A5
path:hsa00970	9.99000999000999e-4	Aminoacyl-tRNA biosynthesis - Homo sapiens (human)	HGG	SLC7A5
path:hsa00980	0.001998001998001998	Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	HGG	SLC7A5
path:hsa00982	9.99000999000999e-4	Drug metabolism - cytochrome P450 - Homo sapiens (human)	HGG	SLC7A5
path:hsa00983	9.99000999000999e-4	Drug metabolism - other enzymes - Homo sapiens (human)	HGG	SLC7A5
path:hsa01040	9.99000999000999e-4	Biosynthesis of unsaturated fatty acids - Homo sapiens (human)	HGG	SLC7A5
path:hsa01200	9.99000999000999e-4	Carbon metabolism - Homo sapiens (human)	HGG	SLC7A5
path:hsa01210	9.99000999000999e-4	2-Oxocarboxylic acid metabolism - Homo sapiens (human)	HGG	SLC7A5
path:hsa01212	9.99000999000999e-4	Fatty acid metabolism - Homo sapiens (human)	HGG	SLC7A5
path:hsa01230	9.99000999000999e-4	Biosynthesis of amino acids - Homo sapiens (human)	HGG	SLC7A5
path:hsa01240	9.99000999000999e-4	Biosynthesis of cofactors - Homo sapiens (human)	HGG	SLC7A5
path:hsa01250	0.001998001998001998	Biosynthesis of nucleotide sugars - Homo sapiens (human)	HGG	SLC7A5
path:hsa01521	0.11288711288711288	EGFR tyrosine kinase inhibitor resistance - Homo sapiens (human)	HGG	SLC7A5
path:hsa01522	0.012987012987012988	Endocrine resistance - Homo sapiens (human)	HGG	SLC7A5
path:hsa01523	0.03396603396603397	Antifolate resistance - Homo sapiens (human)	HGG	SLC7A5
path:hsa01524	9.99000999000999e-4	Platinum drug resistance - Homo sapiens (human)	HGG	SLC7A5
path:hsa02010	0.003996003996003996	ABC transporters - Homo sapiens (human)	HGG	SLC7A5
path:hsa03008	9.99000999000999e-4	Ribosome biogenesis in eukaryotes - Homo sapiens (human)	HGG	SLC7A5
path:hsa03010	9.99000999000999e-4	Ribosome - Homo sapiens (human)	HGG	SLC7A5
path:hsa03013	9.99000999000999e-4	Nucleocytoplasmic transport - Homo sapiens (human)	HGG	SLC7A5
path:hsa03015	9.99000999000999e-4	mRNA surveillance pathway - Homo sapiens (human)	HGG	SLC7A5
path:hsa03018	9.99000999000999e-4	RNA degradation - Homo sapiens (human)	HGG	SLC7A5
path:hsa03020	9.99000999000999e-4	RNA polymerase - Homo sapiens (human)	HGG	SLC7A5
path:hsa03022	9.99000999000999e-4	Basal transcription factors - Homo sapiens (human)	HGG	SLC7A5
