GOID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	Ontology	gene_set_size	universe_size	LogOddsRatioSE	change_dir	cancer_group	gene_parsed_by	percentile
GO:0046943	0.03875208382464974	4.231481481481482	0.7475063563465676	3	84	carboxylic acid transmembrane transporter activity	MF	91	10226	0.5976136809090414	loss_of_correlation_genes	EPN	SLC1A5	10
GO:0016779	0.03991863000700368	4.179462305986696	0.7564052415411696	3	85	nucleotidyltransferase activity	MF	91	10226	0.5974877107040613	loss_of_correlation_genes	EPN	SLC1A5	10
GO:0016597	0.04057546988634168	6.676140118968936	0.3203598670056718	2	36	amino acid binding	MF	91	10226	0.7353548258229236	loss_of_correlation_genes	EPN	SLC1A5	10
GO:0016741	0.04280201369931156	3.1899744572158366	1.3170350088010951	4	148	transferase activity, transferring one-carbon groups	MF	91	10226	0.5182072822713713	loss_of_correlation_genes	EPN	SLC1A5	10
GO:0008172	0.04371793914122945	28.141666666666666	0.04449442597300997	1	5	S-methyltransferase activity	MF	91	10226	1.123035982526922	loss_of_correlation_genes	EPN	SLC1A5	10
GO:0015186	0.04371793914122945	28.141666666666666	0.04449442597300997	1	5	L-glutamine transmembrane transporter activity	MF	91	10226	1.123035982526922	loss_of_correlation_genes	EPN	SLC1A5	10
GO:0022889	0.04371793914122945	28.141666666666666	0.04449442597300997	1	5	serine transmembrane transporter activity	MF	91	10226	1.123035982526922	loss_of_correlation_genes	EPN	SLC1A5	10
GO:0036033	0.04371793914122945	28.141666666666666	0.04449442597300997	1	5	mediator complex binding	MF	91	10226	1.123035982526922	loss_of_correlation_genes	EPN	SLC1A5	10
GO:0052743	0.04371793914122945	28.141666666666666	0.04449442597300997	1	5	inositol tetrakisphosphate phosphatase activity	MF	91	10226	1.123035982526922	loss_of_correlation_genes	EPN	SLC1A5	10
GO:1901474	0.04371793914122945	28.141666666666666	0.04449442597300997	1	5	azole transmembrane transporter activity	MF	91	10226	1.123035982526922	loss_of_correlation_genes	EPN	SLC1A5	10
GO:0046872	0.04806600220432777	1.4875197155947224	24.382945433209468	32	2740	metal ion binding	MF	91	10226	0.22068772650049268	loss_of_correlation_genes	EPN	SLC1A5	10
GO:0005634	1.6925419428484494e-6	2.7339304755811473	43.01545420278929	66	4755	nucleus	CC	96	10612	0.22106498698239505	loss_of_correlation_genes	EPN	SLC1A5	10
GO:0005654	2.5000149257530124e-5	2.453756703018618	21.81078024877497	40	2411	nucleoplasm	CC	96	10612	0.2083306999334573	loss_of_correlation_genes	EPN	SLC1A5	10
GO:0031981	7.103064999987703e-5	2.2844154777227046	25.32076894082171	43	2799	nuclear lumen	CC	96	10612	0.20643509673415283	loss_of_correlation_genes	EPN	SLC1A5	10
GO:0044428	5.39713773565238e-4	2.0316812634782115	27.53712777987184	43	3044	nuclear part	CC	96	10612	0.20637351559726028	loss_of_correlation_genes	EPN	SLC1A5	10
GO:0044424	0.00329567998523659	3.124924791086351	82.01432340746325	91	9066	intracellular part	CC	96	10612	0.4601623201312058	loss_of_correlation_genes	EPN	SLC1A5	10
GO:0005622	0.00348888594737547	3.105933429811867	82.0866943083302	91	9074	intracellular	CC	96	10612	0.4601658919288325	loss_of_correlation_genes	EPN	SLC1A5	10
GO:0043231	0.0039733081853027	1.9209877574896583	62.537504711647195	75	6913	intracellular membrane-bounded organelle	CC	96	10612	0.24773071961010631	loss_of_correlation_genes	EPN	SLC1A5	10
GO:0016604	0.00864249076553446	2.4726802384433695	4.830757632868451	11	534	nuclear body	CC	96	10612	0.3235520247650747	loss_of_correlation_genes	EPN	SLC1A5	10
GO:0005784	0.00904636260836788	Inf	0.00904636260836788	1	1	Sec61 translocon complex	CC	96	10612	Inf	loss_of_correlation_genes	EPN	SLC1A5	10
GO:0071256	0.00904636260836788	Inf	0.00904636260836788	1	1	translocon complex	CC	96	10612	Inf	loss_of_correlation_genes	EPN	SLC1A5	10
GO:0031974	0.00918039278615381	1.6703107335330984	31.49038823972861	43	3481	membrane-enclosed lumen	CC	96	10612	0.2062907853324182	loss_of_correlation_genes	EPN	SLC1A5	10
GO:0043233	0.00918039278615381	1.6703107335330984	31.49038823972861	43	3481	organelle lumen	CC	96	10612	0.2062907853324182	loss_of_correlation_genes	EPN	SLC1A5	10
GO:0070013	0.00918039278615381	1.6703107335330984	31.49038823972861	43	3481	intracellular organelle lumen	CC	96	10612	0.2062907853324182	loss_of_correlation_genes	EPN	SLC1A5	10
GO:0043226	0.0147319592482178	1.9998041221407272	76.34225405201659	85	8439	organelle	CC	96	10612	0.32133477032180596	loss_of_correlation_genes	EPN	SLC1A5	10
GO:0005813	0.01736986840299186	2.5869620575502927	3.301922352054278	8	365	centrosome	CC	96	10612	0.37317983827792595	loss_of_correlation_genes	EPN	SLC1A5	10
GO:0031415	0.01801173337357298	110.6842105263158	0.01809272521673577	1	2	NatA complex	CC	96	10612	1.417963828179117	loss_of_correlation_genes	EPN	SLC1A5	10
GO:0032116	0.01801173337357298	110.6842105263158	0.01809272521673577	1	2	SMC loading complex	CC	96	10612	1.417963828179117	loss_of_correlation_genes	EPN	SLC1A5	10
GO:0090694	0.01801173337357298	110.6842105263158	0.01809272521673577	1	2	Scc2-Scc4 cohesin loading complex	CC	96	10612	1.417963828179117	loss_of_correlation_genes	EPN	SLC1A5	10
GO:0044451	0.01862250035927609	2.0542249535052965	6.857142857142857	13	758	nucleoplasm part	CC	96	10612	0.30069235980217374	loss_of_correlation_genes	EPN	SLC1A5	10
GO:0043229	0.02079798291717635	1.7863325740318907	72.21711270260083	81	7983	intracellular organelle	CC	96	10612	0.28199548115173945	loss_of_correlation_genes	EPN	SLC1A5	10
GO:0030496	0.02392732560035164	3.864362690449647	1.0946098756125142	4	121	midbody	CC	96	10612	0.5191461613621013	loss_of_correlation_genes	EPN	SLC1A5	10
GO:0000120	0.02689682984823249	55.33684210526316	0.02713908782510365	1	3	RNA polymerase I transcription factor complex	CC	96	10612	1.2290734018233702	loss_of_correlation_genes	EPN	SLC1A5	10
GO:0031391	0.02689682984823249	55.33684210526316	0.02713908782510365	1	3	Elg1 RFC-like complex	CC	96	10612	1.2290734018233702	loss_of_correlation_genes	EPN	SLC1A5	10
GO:0033588	0.02689682984823249	55.33684210526316	0.02713908782510365	1	3	Elongator holoenzyme complex	CC	96	10612	1.2290734018233702	loss_of_correlation_genes	EPN	SLC1A5	10
GO:0005663	0.03570236329479392	36.887719298245614	0.03618545043347154	1	4	DNA replication factor C complex	CC	96	10612	1.1592906320030456	loss_of_correlation_genes	EPN	SLC1A5	10
GO:0031499	0.03570236329479392	36.887719298245614	0.03618545043347154	1	4	TRAMP complex	CC	96	10612	1.1592906320030456	loss_of_correlation_genes	EPN	SLC1A5	10
GO:0033063	0.03570236329479392	36.887719298245614	0.03618545043347154	1	4	Rad51B-Rad51C-Rad51D-XRCC2 complex	CC	96	10612	1.1592906320030456	loss_of_correlation_genes	EPN	SLC1A5	10
GO:0035749	0.03570236329479392	36.887719298245614	0.03618545043347154	1	4	myelin sheath adaxonal region	CC	96	10612	1.1592906320030456	loss_of_correlation_genes	EPN	SLC1A5	10
GO:0000939	0.04442903874009019	27.66315789473684	0.04523181304183943	1	5	condensed chromosome inner kinetochore	CC	96	10612	1.1227739955865672	loss_of_correlation_genes	EPN	SLC1A5	10
GO:0031414	0.04442903874009019	27.66315789473684	0.04523181304183943	1	5	N-terminal protein acetyltransferase complex	CC	96	10612	1.1227739955865672	loss_of_correlation_genes	EPN	SLC1A5	10
GO:0043227	0.04758718310433687	1.5763195435092725	70.46211835657746	78	7789	membrane-bounded organelle	CC	96	10612	0.26241619515705145	loss_of_correlation_genes	EPN	SLC1A5	10
GO:0005815	0.0490570452114514	1.992625074745864	4.776479457218244	9	528	microtubule organizing center	CC	96	10612	0.3530328260477772	loss_of_correlation_genes	EPN	SLC1A5	10
GO:0006952	2.482562496984457e-24	4.711430724783319	24.774164942358855	83	921	defense response	BP	273	10149	0.1364379420690286	gain_of_correlation_genes	EPN	FOLH1	40
GO:0045087	1.0260629027995756e-19	5.234705228031146	13.98758498374224	56	520	innate immune response	BP	273	10149	0.15724775847568684	gain_of_correlation_genes	EPN	FOLH1	40
GO:0006955	1.53488758797062e-17	3.5248223865448747	31.525864617203663	83	1172	immune response	BP	273	10149	0.13543791491035373	gain_of_correlation_genes	EPN	FOLH1	40
GO:0006950	6.940497855181877e-16	2.782674028515516	66.68312148980195	127	2479	response to stress	BP	273	10149	0.1236179959075406	gain_of_correlation_genes	EPN	FOLH1	40
GO:0034097	6.981750237478102e-16	3.843776223776224	20.927579071829737	63	778	response to cytokine	BP	273	10149	0.14880416802745888	gain_of_correlation_genes	EPN	FOLH1	40
GO:0002376	8.315431553541154e-16	2.957961671863504	47.934377771208986	103	1782	immune system process	BP	273	10149	0.12770543947712934	gain_of_correlation_genes	EPN	FOLH1	40
GO:0019221	2.0458402309250515e-15	4.59689497716895	13.073012119420632	48	486	cytokine-mediated signaling pathway	BP	273	10149	0.1663335127147203	gain_of_correlation_genes	EPN	FOLH1	40
GO:0071345	4.0292068281697444e-14	3.7089261517615175	19.179130948861957	57	713	cellular response to cytokine stimulus	BP	273	10149	0.15429303092655558	gain_of_correlation_genes	EPN	FOLH1	40
GO:0034341	2.515009586443363e-13	8.18103719224725	3.738989062961868	24	139	response to interferon-gamma	BP	273	10149	0.2334112928228339	gain_of_correlation_genes	EPN	FOLH1	40
GO:0050896	4.11408545754092e-13	2.577466731580655	143.53414129470883	201	5336	response to stimulus	BP	273	10149	0.13881527725318454	gain_of_correlation_genes	EPN	FOLH1	40
GO:0048584	9.110189961244637e-13	2.7613152804642165	40.24120603015076	86	1496	positive regulation of response to stimulus	BP	273	10149	0.13342728339720977	gain_of_correlation_genes	EPN	FOLH1	40
GO:0051707	1.058758753159956e-12	3.923756755529315	14.283476204552173	46	531	response to other organism	BP	273	10149	0.16826395151927254	gain_of_correlation_genes	EPN	FOLH1	40
GO:0043207	1.1324148301976649e-12	3.915266220699407	14.310375406443985	46	532	response to external biotic stimulus	BP	273	10149	0.16825137806196322	gain_of_correlation_genes	EPN	FOLH1	40
GO:0071346	1.7342411966227665e-12	8.316481646230612	3.3624002364765	22	125	cellular response to interferon-gamma	BP	273	10149	0.24341255059984165	gain_of_correlation_genes	EPN	FOLH1	40
GO:0002252	2.8425108137085196e-12	3.4098482043687524	19.36742536210464	54	720	immune effector process	BP	273	10149	0.1571458166757541	gain_of_correlation_genes	EPN	FOLH1	40
GO:0009607	4.1898655317698905e-12	3.752503003604325	14.848359444280224	46	552	response to biotic stimulus	BP	273	10149	0.16801019299223385	gain_of_correlation_genes	EPN	FOLH1	40
GO:0060333	4.422507952375931e-12	11.857741477272729	1.936742536210464	17	72	interferon-gamma-mediated signaling pathway	BP	273	10149	0.284628565359435	gain_of_correlation_genes	EPN	FOLH1	40
GO:0098542	9.239767219130726e-12	5.247729374014249	6.913094886195684	30	257	defense response to other organism	BP	273	10149	0.2048352598969612	gain_of_correlation_genes	EPN	FOLH1	40
GO:0007166	2.1800892652172472e-11	2.4605133806663027	51.88856044930535	98	1929	cell surface receptor signaling pathway	BP	273	10149	0.12879758460428037	gain_of_correlation_genes	EPN	FOLH1	40
GO:0007154	2.3742779903966476e-10	2.1706581514990244	105.28347620455216	156	3914	cell communication	BP	273	10149	0.12404360545639184	gain_of_correlation_genes	EPN	FOLH1	40
GO:0007165	2.9395378277477937e-10	2.164320090461547	96.08394915755248	146	3572	signal transduction	BP	273	10149	0.12316758971850864	gain_of_correlation_genes	EPN	FOLH1	40
GO:0002250	4.841189828241873e-10	4.81729490022173	6.644102867277565	27	247	adaptive immune response	BP	273	10149	0.21389505554051352	gain_of_correlation_genes	EPN	FOLH1	40
GO:0009605	5.010343877526002e-10	2.4709302325581395	39.11143955069465	78	1454	response to external stimulus	BP	273	10149	0.13708796151955863	gain_of_correlation_genes	EPN	FOLH1	40
GO:0048583	5.537629854511163e-10	2.1897939017504235	72.49334909843334	119	2695	regulation of response to stimulus	BP	273	10149	0.12418555832776268	gain_of_correlation_genes	EPN	FOLH1	40
GO:0023052	1.0199310273179203e-9	2.108626198083067	105.17587939698493	154	3910	signaling	BP	273	10149	0.12380027145540072	gain_of_correlation_genes	EPN	FOLH1	40
GO:0050776	1.267446484875032e-9	3.219653457404139	15.73603310671002	43	585	regulation of immune response	BP	273	10149	0.1719179853745897	gain_of_correlation_genes	EPN	FOLH1	40
GO:0002684	1.296721314999372e-9	3.1289294054248247	16.973396393733374	45	631	positive regulation of immune system process	BP	273	10149	0.16858918827321412	gain_of_correlation_genes	EPN	FOLH1	40
GO:0071310	1.351660152646593e-9	2.329974116070373	46.10523204256577	86	1714	cellular response to organic substance	BP	273	10149	0.1330826535915804	gain_of_correlation_genes	EPN	FOLH1	40
GO:0006954	1.3534490498210895e-9	3.5474211337280024	12.23913686077446	37	455	inflammatory response	BP	273	10149	0.18374544962709444	gain_of_correlation_genes	EPN	FOLH1	40
GO:0051716	2.354292624465757e-9	2.083920730298128	120.93881170558676	169	4496	cellular response to stimulus	BP	273	10149	0.12626901453709258	gain_of_correlation_genes	EPN	FOLH1	40
GO:0009615	3.7363609488948085e-9	5.04128813559322	5.3798403783624	23	200	response to virus	BP	273	10149	0.2307186203937872	gain_of_correlation_genes	EPN	FOLH1	40
GO:0002682	3.810199818913672e-9	2.6611017583239804	25.500443393437777	57	948	regulation of immune system process	BP	273	10149	0.15299385719653505	gain_of_correlation_genes	EPN	FOLH1	40
GO:0050778	4.294044250994053e-9	3.445587833530644	12.185338456990836	36	453	positive regulation of immune response	BP	273	10149	0.1857444158404445	gain_of_correlation_genes	EPN	FOLH1	40
GO:0010033	1.0830809562090604e-8	2.150049200210531	55.38545669524091	95	2059	response to organic substance	BP	273	10149	0.12953705485396505	gain_of_correlation_genes	EPN	FOLH1	40
GO:0002274	1.0845085582539206e-8	3.4418068482623174	11.459060005911912	34	426	myeloid leukocyte activation	BP	273	10149	0.1904004366453987	gain_of_correlation_genes	EPN	FOLH1	40
GO:0051607	1.1696155753460664e-8	5.742172484344969	3.927283476204552	19	146	defense response to virus	BP	273	10149	0.2540574289259299	gain_of_correlation_genes	EPN	FOLH1	40
GO:0009967	1.4384481756247007e-8	2.4765435724249323	29.293230860183268	61	1089	positive regulation of signal transduction	BP	273	10149	0.14898391286458276	gain_of_correlation_genes	EPN	FOLH1	40
GO:0002504	2.4279346163899293e-8	8.928181818181818	1.829145728643216	13	68	antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	BP	273	10149	0.31472666168603547	gain_of_correlation_genes	EPN	FOLH1	40
GO:0010647	2.9718236204828552e-8	2.3748345719230377	32.063848655039905	64	1192	positive regulation of cell communication	BP	273	10149	0.1463233599279939	gain_of_correlation_genes	EPN	FOLH1	40
GO:0023056	3.4893344805089335e-8	2.3630029096652407	32.19834466449897	64	1197	positive regulation of signaling	BP	273	10149	0.1463102140808079	gain_of_correlation_genes	EPN	FOLH1	40
GO:0070887	7.526412907270938e-8	2.056505295007564	55.84274312740171	93	2076	cellular response to chemical stimulus	BP	273	10149	0.13015077680044335	gain_of_correlation_genes	EPN	FOLH1	40
GO:0002253	8.11414607671978e-8	3.492799495586381	9.522317469701449	29	354	activation of immune response	BP	273	10149	0.20435934877507209	gain_of_correlation_genes	EPN	FOLH1	40
GO:0019886	1.0648477203497693e-7	8.686118479221928	1.721548921075968	12	64	antigen processing and presentation of exogenous peptide antigen via MHC class II	BP	273	10149	0.32633925862446933	gain_of_correlation_genes	EPN	FOLH1	40
GO:0019882	1.2815847429491964e-7	5.444754464285714	3.658291457286432	17	136	antigen processing and presentation	BP	273	10149	0.26690003985748945	gain_of_correlation_genes	EPN	FOLH1	40
GO:0051704	1.3193781521507693e-7	2.1859909675178044	38.70795152231747	71	1439	multi-organism process	BP	273	10149	0.14100898084909524	gain_of_correlation_genes	EPN	FOLH1	40
GO:0001775	1.374991215937946e-7	2.4776817390182546	23.91339048182087	51	889	cell activation	BP	273	10149	0.15942493221566642	gain_of_correlation_genes	EPN	FOLH1	40
GO:0034340	1.521446887481942e-7	8.362707535121329	1.775347324859592	12	66	response to type I interferon	BP	273	10149	0.3252461863490006	gain_of_correlation_genes	EPN	FOLH1	40
GO:0002495	1.809510166097912e-7	8.2098223615465	1.802246526751404	12	67	antigen processing and presentation of peptide antigen via MHC class II	BP	273	10149	0.32472818135274284	gain_of_correlation_genes	EPN	FOLH1	40
GO:2001234	2.062488403859838e-7	4.944731273804486	4.223174697014485	18	157	negative regulation of apoptotic signaling pathway	BP	273	10149	0.2584067913670296	gain_of_correlation_genes	EPN	FOLH1	40
GO:0042221	2.417287887851857e-7	1.9215900621118012	73.62311557788945	112	2737	response to chemical	BP	273	10149	0.12513439153919145	gain_of_correlation_genes	EPN	FOLH1	40
GO:0031347	2.913035682537058e-7	3.065600647707722	11.889447236180905	32	442	regulation of defense response	BP	273	10149	0.1947923079229411	gain_of_correlation_genes	EPN	FOLH1	40
GO:0009966	2.9784238489481386e-7	1.991422805247225	55.76204552172628	91	2073	regulation of signal transduction	BP	273	10149	0.13082330007043538	gain_of_correlation_genes	EPN	FOLH1	40
GO:0045321	2.986313220229369e-7	2.5202193652791514	21.008276677505172	46	781	leukocyte activation	BP	273	10149	0.1661756847959189	gain_of_correlation_genes	EPN	FOLH1	40
GO:0065009	3.843035665437217e-7	1.9985791295661608	52.722435707951526	87	1960	regulation of molecular function	BP	273	10149	0.13239884037196573	gain_of_correlation_genes	EPN	FOLH1	40
GO:0002443	5.31164224680676e-7	2.920945945945946	12.830919302394324	33	477	leukocyte mediated immunity	BP	273	10149	0.1919061522581706	gain_of_correlation_genes	EPN	FOLH1	40
GO:0060337	7.764250570337223e-7	7.931884908984146	1.694649719184156	11	63	type I interferon signaling pathway	BP	273	10149	0.33772539964286746	gain_of_correlation_genes	EPN	FOLH1	40
GO:0071357	7.764250570337223e-7	7.931884908984146	1.694649719184156	11	63	cellular response to type I interferon	BP	273	10149	0.33772539964286746	gain_of_correlation_genes	EPN	FOLH1	40
GO:0048518	9.896711625845258e-7	1.810132303139491	103.31983446644988	142	3841	positive regulation of biological process	BP	273	10149	0.12291491174371892	gain_of_correlation_genes	EPN	FOLH1	40
GO:0010646	1.1334832620969902e-6	1.8918720417822752	62.5406443984629	97	2325	regulation of cell communication	BP	273	10149	0.1287271638175885	gain_of_correlation_genes	EPN	FOLH1	40
GO:0023051	1.250778499008799e-6	1.8828268551236749	63.53591486845995	98	2362	regulation of signaling	BP	273	10149	0.12841898215866585	gain_of_correlation_genes	EPN	FOLH1	40
GO:0008219	1.6759221979997266e-6	2.0707046332046333	36.58291457286432	65	1360	cell death	BP	273	10149	0.14519312999832995	gain_of_correlation_genes	EPN	FOLH1	40
GO:2001236	1.8823944115815145e-6	5.3382473382473385	3.039609813774756	14	113	regulation of extrinsic apoptotic signaling pathway	BP	273	10149	0.29239163164125587	gain_of_correlation_genes	EPN	FOLH1	40
GO:0080134	2.1212120372232826e-6	2.2499185810556908	25.41974578776234	50	945	regulation of response to stress	BP	273	10149	0.1603526412122622	gain_of_correlation_genes	EPN	FOLH1	40
GO:0002460	2.4298700442997505e-6	4.30578125	4.492166715932604	17	167	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	BP	273	10149	0.2636271292364762	gain_of_correlation_genes	EPN	FOLH1	40
GO:0051248	2.870495153088469e-6	2.4127826665302363	19.23292935264558	41	715	negative regulation of protein metabolic process	BP	273	10149	0.17404867216691952	gain_of_correlation_genes	EPN	FOLH1	40
GO:0001816	2.9157569283103056e-6	2.7241613104439564	13.207508128879692	32	491	cytokine production	BP	273	10149	0.19412423280499583	gain_of_correlation_genes	EPN	FOLH1	40
GO:0001817	2.951791901211167e-6	2.8216138844158167	11.943245639964529	30	444	regulation of cytokine production	BP	273	10149	0.1999242469273817	gain_of_correlation_genes	EPN	FOLH1	40
GO:0045088	3.024919712794695e-6	3.558259587020649	6.644102867277565	21	247	regulation of innate immune response	BP	273	10149	0.23688754144397023	gain_of_correlation_genes	EPN	FOLH1	40
GO:0070841	3.4580575388490657e-6	20.153217568947905	0.457286432160804	6	17	inclusion body assembly	BP	273	10149	0.5112948703069706	gain_of_correlation_genes	EPN	FOLH1	40
GO:0050790	3.5187253956944774e-6	1.9750070468852767	41.37097250960686	70	1538	regulation of catalytic activity	BP	273	10149	0.1414636204768563	gain_of_correlation_genes	EPN	FOLH1	40
GO:0002478	3.5740892137367077e-6	5.4366666666666665	2.770617794856636	13	103	antigen processing and presentation of exogenous peptide antigen	BP	273	10149	0.3032862157728367	gain_of_correlation_genes	EPN	FOLH1	40
GO:0007249	4.008601377919335e-6	3.935902636916836	5.164646763227904	18	192	I-kappaB kinase/NF-kappaB signaling	BP	273	10149	0.255592101113143	gain_of_correlation_genes	EPN	FOLH1	40
GO:0019884	4.4434693636705535e-6	5.317391304347826	2.82441619864026	13	105	antigen processing and presentation of exogenous antigen	BP	273	10149	0.3028877740560686	gain_of_correlation_genes	EPN	FOLH1	40
GO:2001237	4.6394694894332844e-6	6.436784351145038	2.0174401418859	11	75	negative regulation of extrinsic apoptotic signaling pathway	BP	273	10149	0.33234440092082074	gain_of_correlation_genes	EPN	FOLH1	40
GO:0035556	5.1374303157621485e-6	1.8737540205499512	51.72716523795448	82	1923	intracellular signal transduction	BP	273	10149	0.13453015500364704	gain_of_correlation_genes	EPN	FOLH1	40
GO:0097190	5.519482990988964e-6	2.832674375233122	11.055571977534733	28	411	apoptotic signaling pathway	BP	273	10149	0.20618492961951204	gain_of_correlation_genes	EPN	FOLH1	40
GO:2001233	6.006410694180233e-6	3.280543196862356	7.5048773278155485	22	279	regulation of apoptotic signaling pathway	BP	273	10149	0.23115713420511283	gain_of_correlation_genes	EPN	FOLH1	40
GO:0097191	6.087217868648733e-6	4.2075226977950715	4.30387230268992	16	160	extrinsic apoptotic signaling pathway	BP	273	10149	0.2709949239930385	gain_of_correlation_genes	EPN	FOLH1	40
GO:0031399	6.713682969123768e-6	2.0409205510397546	32.574933490984336	58	1211	regulation of protein modification process	BP	273	10149	0.1512431295913391	gain_of_correlation_genes	EPN	FOLH1	40
GO:0002455	6.8811431637674805e-6	12.349624060150376	0.753177652970736	7	28	humoral immune response mediated by circulating immunoglobulin	BP	273	10149	0.4408367728613155	gain_of_correlation_genes	EPN	FOLH1	40
GO:0070424	7.3638386774382465e-6	73.41263940520446	0.161395211350872	4	6	regulation of nucleotide-binding oligomerization domain containing signaling pathway	BP	273	10149	0.8682273597379602	gain_of_correlation_genes	EPN	FOLH1	40
GO:1902533	7.804951310177858e-6	2.354007146503318	18.614247709133902	39	692	positive regulation of intracellular signal transduction	BP	273	10149	0.17763543586056835	gain_of_correlation_genes	EPN	FOLH1	40
GO:0034612	7.84224002117833e-6	3.908309659090909	4.895654744309784	17	182	response to tumor necrosis factor	BP	273	10149	0.2624754492880453	gain_of_correlation_genes	EPN	FOLH1	40
GO:0043900	8.025302584236896e-6	3.4376669159277853	6.509606857818504	20	242	regulation of multi-organism process	BP	273	10149	0.2419930942838955	gain_of_correlation_genes	EPN	FOLH1	40
GO:0051246	9.755483361048558e-6	1.8673358809102836	47.5308897428318	76	1767	regulation of protein metabolic process	BP	273	10149	0.13765020026954292	gain_of_correlation_genes	EPN	FOLH1	40
GO:0048002	1.0086078432829175e-5	4.888	3.039609813774756	13	113	antigen processing and presentation of peptide antigen	BP	273	10149	0.3014490373096692	gain_of_correlation_genes	EPN	FOLH1	40
GO:0045071	1.093367313650444e-5	9.004459691252144	1.102867277564292	8	41	negative regulation of viral genome replication	BP	273	10149	0.39897144039498944	gain_of_correlation_genes	EPN	FOLH1	40
GO:0071356	1.1382212405832205e-5	3.9827974605775136	4.519065917824416	16	168	cellular response to tumor necrosis factor	BP	273	10149	0.2703198777193625	gain_of_correlation_genes	EPN	FOLH1	40
GO:0002764	1.160491051451669e-5	2.964397784062294	9.01123263375702	24	335	immune response-regulating signaling pathway	BP	273	10149	0.22136556380324512	gain_of_correlation_genes	EPN	FOLH1	40
GO:0002757	1.1792630094111954e-5	3.0410758620689653	8.419450192137157	23	313	immune response-activating signal transduction	BP	273	10149	0.2259001007743946	gain_of_correlation_genes	EPN	FOLH1	40
GO:0070613	1.234497423872243e-5	6.436344565359906	1.829145728643216	10	68	regulation of protein processing	BP	273	10149	0.34805964204026635	gain_of_correlation_genes	EPN	FOLH1	40
GO:0002526	1.2637455646316716e-5	5.716921119592875	2.232633757020396	11	83	acute inflammatory response	BP	273	10149	0.32972226627135165	gain_of_correlation_genes	EPN	FOLH1	40
GO:0048522	1.3359148271691429e-5	1.7003021148036257	92.42565770026604	126	3436	positive regulation of cellular process	BP	273	10149	0.12326249857287974	gain_of_correlation_genes	EPN	FOLH1	40
GO:1903901	1.3892972465590764e-5	7.285079051383399	1.47945610404966	9	55	negative regulation of viral life cycle	BP	273	10149	0.36978351739033616	gain_of_correlation_genes	EPN	FOLH1	40
GO:1903317	1.6064661229000896e-5	6.220532319391635	1.88294413242684	10	70	regulation of protein maturation	BP	273	10149	0.3472330953784727	gain_of_correlation_genes	EPN	FOLH1	40
GO:0009617	1.6380080003554795e-5	2.897022050466015	9.199527046999703	24	342	response to bacterium	BP	273	10149	0.22120580781289356	gain_of_correlation_genes	EPN	FOLH1	40
GO:0043086	1.6935296008577614e-5	2.5562338895672228	13.04611291752882	30	485	negative regulation of catalytic activity	BP	273	10149	0.19938030924084324	gain_of_correlation_genes	EPN	FOLH1	40
GO:0019220	1.9221956091425897e-5	1.990416931601417	31.364469405852795	55	1166	regulation of phosphate metabolic process	BP	273	10149	0.15421787926607433	gain_of_correlation_genes	EPN	FOLH1	40
GO:0002266	1.925570706834641e-5	Inf	0.080697605675436	3	3	follicular dendritic cell activation	BP	273	10149	Inf	gain_of_correlation_genes	EPN	FOLH1	40
GO:0051174	2.01914450643271e-5	1.9863869037315465	31.41826780963642	55	1168	regulation of phosphorus metabolic process	BP	273	10149	0.15421271968280717	gain_of_correlation_genes	EPN	FOLH1	40
GO:0016064	2.071024327740452e-5	6.018643444130995	1.936742536210464	10	72	immunoglobulin mediated immune response	BP	273	10149	0.34645809108544007	gain_of_correlation_genes	EPN	FOLH1	40
GO:0002697	2.0879962654117723e-5	3.3139854077873294	6.375110848359444	19	237	regulation of immune effector process	BP	273	10149	0.2475061289958411	gain_of_correlation_genes	EPN	FOLH1	40
GO:0001932	2.208763096767456e-5	2.0842880847029077	25.36594738397872	47	943	regulation of protein phosphorylation	BP	273	10149	0.16409998326911696	gain_of_correlation_genes	EPN	FOLH1	40
GO:0019724	2.3436472137376752e-5	5.922505884483071	1.963641738102276	10	73	B cell mediated immunity	BP	273	10149	0.34608843216325336	gain_of_correlation_genes	EPN	FOLH1	40
GO:0008625	2.4991556492343856e-5	6.699545454545454	1.587052911616908	9	59	extrinsic apoptotic signaling pathway via death domain receptors	BP	273	10149	0.3674244966127339	gain_of_correlation_genes	EPN	FOLH1	40
GO:0043066	2.5743122031089163e-5	2.4184574648433084	14.686964232929352	32	546	negative regulation of apoptotic process	BP	273	10149	0.19352446271300117	gain_of_correlation_genes	EPN	FOLH1	40
GO:0001819	2.7446114824294256e-5	3.034090909090909	7.66627253916642	21	285	positive regulation of cytokine production	BP	273	10149	0.23554026618833335	gain_of_correlation_genes	EPN	FOLH1	40
GO:0042325	2.9535192507772728e-5	2.0147632930849206	27.94827076559267	50	1039	regulation of phosphorylation	BP	273	10149	0.16002484553928	gain_of_correlation_genes	EPN	FOLH1	40
GO:0006959	3.155956023900856e-5	4.683908045977011	2.9051138043156963	12	108	humoral immune response	BP	273	10149	0.3125438643027145	gain_of_correlation_genes	EPN	FOLH1	40
